query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
SUPERPANG_7_length=57438_49_1,316273.XCV4438,0,898,"COG1957@1|root,COG1957@2|Bacteria,1R67F@1224|Proteobacteria,1SK9V@1236|Gammaproteobacteria",1236|Gammaproteobacteria,F,Inosine-uridine preferring nucleoside hydrolase,xopQ,-,-,-,-,-,-,-,-,-,-,-,IU_nuc_hydro
SUPERPANG_7_length=57438_50_1,360094.PXO_03903,3.13E-59,183,"COG3093@1|root,COG3093@2|Bacteria,1N76J@1224|Proteobacteria,1SCYV@1236|Gammaproteobacteria,1X7BV@135614|Xanthomonadales",135614|Xanthomonadales,K,Helix-turn-helix XRE-family like proteins,higA,-,-,ko:K21498,-,-,-,-,"ko00000,ko02048",-,-,-,HTH_3
SUPERPANG_7_length=57438_51_1,316273.XCV4440,8.15E-36,121,"COG3549@1|root,COG3549@2|Bacteria,1MZKX@1224|Proteobacteria,1SAC3@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Plasmid maintenance system killer protein,-,-,-,ko:K07334,-,-,-,-,"ko00000,ko02048",-,-,-,HigB-like_toxin
SUPERPANG_7_length=57438_52_1,316273.XCV4441,0,1025,"COG0507@1|root,COG0507@2|Bacteria,1MW43@1224|Proteobacteria,1RPA0@1236|Gammaproteobacteria,1X3QZ@135614|Xanthomonadales",135614|Xanthomonadales,L,A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD,recD,-,3.1.11.5,ko:K03581,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"AAA_19,AAA_30,UvrD_C_2,Viral_helicase1"
SUPERPANG_8_length=195399_1_1,190486.XAC1252,3.60E-247,687,"COG0728@1|root,COG0728@2|Bacteria,1MUH0@1224|Proteobacteria,1RMXX@1236|Gammaproteobacteria,1X3WW@135614|Xanthomonadales",135614|Xanthomonadales,S,Involved in peptidoglycan biosynthesis. Transports lipid-linked peptidoglycan precursors from the inner to the outer leaflet of the cytoplasmic membrane,murJ,-,-,ko:K03980,-,-,-,-,"ko00000,ko01011,ko02000",2.A.66.4,-,-,MVIN
SUPERPANG_8_length=195399_2_1,1219375.CM002139_gene1597,3.16E-49,157,"COG0268@1|root,COG0268@2|Bacteria,1MZ94@1224|Proteobacteria,1S9AI@1236|Gammaproteobacteria,1X7IW@135614|Xanthomonadales",135614|Xanthomonadales,J,Binds directly to 16S ribosomal RNA,rpsT,-,-,ko:K02968,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S20p
SUPERPANG_8_length=195399_3_1,316273.XCV1286,3.70E-258,707,"COG0536@1|root,COG0536@2|Bacteria,1MUGZ@1224|Proteobacteria,1RMFQ@1236|Gammaproteobacteria,1X3H0@135614|Xanthomonadales",135614|Xanthomonadales,S,"An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control",obgE,-,-,ko:K03979,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,"GTP1_OBG,MMR_HSR1"
SUPERPANG_8_length=195399_4_1,1219375.CM002139_gene1595,9.92E-56,173,"COG0211@1|root,COG0211@2|Bacteria,1MZGH@1224|Proteobacteria,1S8R2@1236|Gammaproteobacteria,1X7K6@135614|Xanthomonadales",135614|Xanthomonadales,J,Belongs to the bacterial ribosomal protein bL27 family,rpmA,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904",-,ko:K02899,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L27
SUPERPANG_8_length=195399_5_1,1094184.KWO_0119620,5.54E-69,208,"COG0261@1|root,COG0261@2|Bacteria,1MZEW@1224|Proteobacteria,1S5VB@1236|Gammaproteobacteria,1X6XJ@135614|Xanthomonadales",135614|Xanthomonadales,J,This protein binds to 23S rRNA in the presence of protein L20,rplU,"GO:0003674,GO:0003735,GO:0005198",-,ko:K02888,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L21p
SUPERPANG_8_length=195399_6_1,316273.XCV1283,0,1960,"COG0178@1|root,COG0178@2|Bacteria,1MW0W@1224|Proteobacteria,1RMS9@1236|Gammaproteobacteria,1X45Q@135614|Xanthomonadales",135614|Xanthomonadales,L,"The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate",uvrA,-,-,ko:K03701,"ko03420,map03420",-,-,-,"ko00000,ko00001,ko03400",-,-,-,ABC_tran
SUPERPANG_8_length=195399_7_1,316273.XCV1282,2.45E-92,270,"COG0824@1|root,COG0824@2|Bacteria,1RHCN@1224|Proteobacteria,1S4PS@1236|Gammaproteobacteria,1X6SA@135614|Xanthomonadales",135614|Xanthomonadales,S,thioesterase,-,-,-,ko:K07107,-,-,-,-,"ko00000,ko01000",-,-,-,4HBT_2
SUPERPANG_8_length=195399_8_1,316273.XCV1281,2.92E-106,306,"COG2847@1|root,COG2847@2|Bacteria,1NDCJ@1224|Proteobacteria,1SG2J@1236|Gammaproteobacteria,1X86E@135614|Xanthomonadales",135614|Xanthomonadales,S,Copper chaperone PCu(A)C,-,-,-,ko:K09796,-,-,-,-,"ko00000,ko03110",-,-,-,PCuAC
SUPERPANG_8_length=195399_9_1,316273.XCV1280,3.96E-176,491,"COG1024@1|root,COG1024@2|Bacteria,1N2V7@1224|Proteobacteria,1SG8Y@1236|Gammaproteobacteria,1XCY4@135614|Xanthomonadales",135614|Xanthomonadales,I,enoyl-CoA hydratase,-,-,-,-,-,-,-,-,-,-,-,-,ECH_1
SUPERPANG_8_length=195399_10_1,190486.XAC1243,4.41E-216,596,"COG1946@1|root,COG1946@2|Bacteria,1MV9R@1224|Proteobacteria,1RPFI@1236|Gammaproteobacteria,1X38E@135614|Xanthomonadales",135614|Xanthomonadales,I,Acyl-CoA thioesterase,tesB,-,-,ko:K10805,"ko01040,map01040",-,-,-,"ko00000,ko00001,ko01000,ko01004",-,-,-,4HBT_3
SUPERPANG_8_length=195399_11_1,316273.XCV1277,4.66E-103,300,"2A4P5@1|root,30TA6@2|Bacteria,1PD0U@1224|Proteobacteria,1SY75@1236|Gammaproteobacteria,1X7AJ@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,pthX,-,-,-,-,-,-,-,-,-,-,-,DUF2007
SUPERPANG_8_length=195399_12_1,316273.XCV1276,3.66E-245,678,"COG1595@1|root,COG1595@2|Bacteria,1RCMS@1224|Proteobacteria,1S3I3@1236|Gammaproteobacteria,1XC72@135614|Xanthomonadales",135614|Xanthomonadales,K,Belongs to the sigma-70 factor family. ECF subfamily,rfaY,-,-,-,-,-,-,-,-,-,-,-,"Sigma70_r2,Sigma70_r4_2"
SUPERPANG_8_length=195399_13_1,316273.XCV1275,4.28E-115,329,"COG1917@1|root,COG1917@2|Bacteria,1NTFW@1224|Proteobacteria,1SN2P@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,"Cupin 2, conserved barrel domain protein",-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_8_length=195399_14_1,316273.XCV1274,6.68E-127,362,"COG5126@1|root,COG5126@2|Bacteria,1NF44@1224|Proteobacteria,1SDJV@1236|Gammaproteobacteria,1X73Z@135614|Xanthomonadales",135614|Xanthomonadales,DTZ,EF-hand domain pair,-,-,-,-,-,-,-,-,-,-,-,-,EF-hand_5
SUPERPANG_8_length=195399_15_1,316273.XCV1273,8.49E-211,583,"COG2935@1|root,COG2935@2|Bacteria,1MW62@1224|Proteobacteria,1RYD7@1236|Gammaproteobacteria,1X3H9@135614|Xanthomonadales",135614|Xanthomonadales,O,May conjugate Arg from its aminoacyl-tRNA to the N- termini of proteins containing an N-terminal aspartate or glutamate,ate,"GO:0003674,GO:0003824,GO:0004057,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016598,GO:0016740,GO:0016746,GO:0016755,GO:0019538,GO:0019941,GO:0030163,GO:0036211,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575",2.3.2.29,ko:K21420,-,-,"R11547,R11548",RC00064,"ko00000,ko01000",-,-,-,"ATE_C,ATE_N"
SUPERPANG_8_length=195399_16_1,316273.XCV1272,0,903,"COG4222@1|root,COG4222@2|Bacteria,1R3RI@1224|Proteobacteria,1RQA4@1236|Gammaproteobacteria,1X4A4@135614|Xanthomonadales",135614|Xanthomonadales,S,endonuclease,-,-,-,-,-,-,-,-,-,-,-,-,Exo_endo_phos
SUPERPANG_8_length=195399_17_1,316273.XCV1271,1.42E-150,422,"2AQEH@1|root,31FKY@2|Bacteria,1QD7U@1224|Proteobacteria,1T94V@1236|Gammaproteobacteria,1XBP7@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_8_length=195399_18_1,316273.XCV1270,1.84E-260,712,"COG2931@1|root,COG2931@2|Bacteria,1NHP5@1224|Proteobacteria,1SW8U@1236|Gammaproteobacteria,1X6Z6@135614|Xanthomonadales",135614|Xanthomonadales,Q,calcium- and calmodulin-responsive adenylate cyclase activity,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_8_length=195399_19_1,316273.XCV1269,1.30E-283,775,"COG0027@1|root,COG0027@2|Bacteria,1N3KA@1224|Proteobacteria,1RNTW@1236|Gammaproteobacteria,1X41K@135614|Xanthomonadales",135614|Xanthomonadales,F,"Involved in the de novo purine biosynthesis. Catalyzes the transfer of formate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR). Formate is provided by PurU via hydrolysis of 10-formyl-tetrahydrofolate",purT,-,2.1.2.2,ko:K08289,"ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130",M00048,"R04325,R04326","RC00026,RC00197,RC01128","ko00000,ko00001,ko00002,ko01000",-,-,-,"ATP-grasp,Epimerase"
SUPERPANG_8_length=195399_20_1,316273.XCV1268,6.60E-196,544,"COG0330@1|root,COG0330@2|Bacteria,1P8ZI@1224|Proteobacteria,1RUQU@1236|Gammaproteobacteria,1X4NG@135614|Xanthomonadales",135614|Xanthomonadales,O,membrane,-,-,-,-,-,-,-,-,-,-,-,-,Band_7
SUPERPANG_8_length=195399_21_1,316273.XCV1267,6.65E-60,184,"2A4N9@1|root,30T98@2|Bacteria,1PCZ7@1224|Proteobacteria,1T8YF@1236|Gammaproteobacteria,1XBE6@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_8_length=195399_22_1,316273.XCV1266,5.29E-35,119,"COG4877@1|root,COG4877@2|Bacteria,1NAUN@1224|Proteobacteria,1SDEU@1236|Gammaproteobacteria,1X83P@135614|Xanthomonadales",135614|Xanthomonadales,S,protein conserved in bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Arc
SUPERPANG_8_length=195399_23_1,325777.GW15_0214965,5.46E-167,469,"COG1876@1|root,COG1876@2|Bacteria,1N1CQ@1224|Proteobacteria,1SASN@1236|Gammaproteobacteria,1X577@135614|Xanthomonadales",135614|Xanthomonadales,M,D-alanyl-D-alanine carboxypeptidase,-,-,3.4.17.14,ko:K07260,"ko00550,ko01100,ko01502,ko02020,map00550,map01100,map01502,map02020",M00651,-,-,"ko00000,ko00001,ko00002,ko01000,ko01002,ko01011,ko01504",-,-,-,VanY
SUPERPANG_8_length=195399_24_1,317013.NY99_20900,4.49E-157,441,"COG0122@1|root,COG0122@2|Bacteria,1MX9C@1224|Proteobacteria,1S3CY@1236|Gammaproteobacteria,1X528@135614|Xanthomonadales",135614|Xanthomonadales,L,glycosylase,alkA,-,3.2.2.21,ko:K01247,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,HhH-GPD
SUPERPANG_8_length=195399_25_1,316273.XCV1263,3.95E-78,233,"COG2363@1|root,COG2363@2|Bacteria,1N966@1224|Proteobacteria,1T6XK@1236|Gammaproteobacteria,1X8D4@135614|Xanthomonadales",135614|Xanthomonadales,S,Protein of unknown function (DUF423),-,-,-,-,-,-,-,-,-,-,-,-,DUF423
SUPERPANG_8_length=195399_26_1,316273.XCV1262,1.20E-264,727,"COG3832@1|root,COG3832@2|Bacteria,1RDGX@1224|Proteobacteria,1S4FQ@1236|Gammaproteobacteria,1X4UZ@135614|Xanthomonadales",135614|Xanthomonadales,S,Polyketide cyclase,-,-,-,-,-,-,-,-,-,-,-,-,Polyketide_cyc2
SUPERPANG_8_length=195399_27_1,1094184.KWO_0110870,9.76E-142,401,"COG2197@1|root,COG2197@2|Bacteria,1RAQG@1224|Proteobacteria,1S31E@1236|Gammaproteobacteria,1X4HP@135614|Xanthomonadales",135614|Xanthomonadales,K,regulator,-,-,-,-,-,-,-,-,-,-,-,-,"GerE,Response_reg"
SUPERPANG_8_length=195399_28_1,1094184.KWO_0110875,1.85E-282,772,"COG4585@1|root,COG4585@2|Bacteria,1RAKD@1224|Proteobacteria,1S33T@1236|Gammaproteobacteria,1X3EC@135614|Xanthomonadales",135614|Xanthomonadales,T,Histidine kinase,-,-,-,-,-,-,-,-,-,-,-,-,HisKA_3
SUPERPANG_8_length=195399_29_1,1094184.KWO_0110880,2.10E-145,409,"COG3818@1|root,COG3818@2|Bacteria,1Q5R3@1224|Proteobacteria,1RWBA@1236|Gammaproteobacteria,1X331@135614|Xanthomonadales",135614|Xanthomonadales,S,acetyltransferase,-,-,-,ko:K06977,-,-,-,-,ko00000,-,-,-,"Acetyltransf_1,Acetyltransf_10"
SUPERPANG_8_length=195399_30_1,316273.XCV1258,1.66E-164,461,"COG0850@1|root,COG0850@2|Bacteria,1RE6K@1224|Proteobacteria,1T0SI@1236|Gammaproteobacteria,1XD1G@135614|Xanthomonadales",135614|Xanthomonadales,D,Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization,minC,-,-,ko:K03610,-,-,-,-,"ko00000,ko03036,ko04812",-,-,-,"MinC_C,MinC_N"
SUPERPANG_8_length=195399_31_1,1094184.KWO_0110895,5.65E-187,520,"COG2894@1|root,COG2894@2|Bacteria,1MUEU@1224|Proteobacteria,1RNJ0@1236|Gammaproteobacteria,1X335@135614|Xanthomonadales",135614|Xanthomonadales,D,Belongs to the ParA family,minD,-,-,ko:K03609,-,-,-,-,"ko00000,ko03036,ko04812",-,-,-,"AAA_31,CbiA"
SUPERPANG_8_length=195399_32_1,1094184.KWO_0110900,8.90E-54,168,"COG0851@1|root,COG0851@2|Bacteria,1N6QD@1224|Proteobacteria,1SC8W@1236|Gammaproteobacteria,1X7DV@135614|Xanthomonadales",135614|Xanthomonadales,D,Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell,minE,-,-,ko:K03608,-,-,-,-,"ko00000,ko03036,ko04812",-,-,-,MinE
SUPERPANG_8_length=195399_33_1,316273.XCV1255,8.27E-114,326,"2AEMZ@1|root,314HW@2|Bacteria,1RHE3@1224|Proteobacteria,1S7P7@1236|Gammaproteobacteria,1X6CF@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_8_length=195399_34_1,316273.XCV1254,5.84E-304,830,"COG0642@1|root,COG0642@2|Bacteria,1R514@1224|Proteobacteria,1RQHD@1236|Gammaproteobacteria,1X35J@135614|Xanthomonadales",135614|Xanthomonadales,T,Histidine kinase,raxH,-,-,-,-,-,-,-,-,-,-,-,"HATPase_c,HisKA"
SUPERPANG_8_length=195399_35_1,190486.XAC1221,3.70E-172,480,"COG0745@1|root,COG0745@2|Bacteria,1RA00@1224|Proteobacteria,1S23N@1236|Gammaproteobacteria,1X3WF@135614|Xanthomonadales",135614|Xanthomonadales,KT,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,raxR,-,-,-,-,-,-,-,-,-,-,-,"Response_reg,Trans_reg_C"
SUPERPANG_8_length=195399_36_1,316273.XCV1252,0,1128,"COG1807@1|root,COG1807@2|Bacteria,1MXH5@1224|Proteobacteria,1RSQE@1236|Gammaproteobacteria,1X589@135614|Xanthomonadales",135614|Xanthomonadales,M,Dolichyl-phosphate-mannose-protein mannosyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_transf_22,PMT_2"
SUPERPANG_8_length=195399_37_1,316273.XCV1251,2.07E-186,517,"COG3907@1|root,COG3907@2|Bacteria,1MU4M@1224|Proteobacteria,1S5Z3@1236|Gammaproteobacteria,1X659@135614|Xanthomonadales",135614|Xanthomonadales,S,PAP2 superfamily,-,-,-,-,-,-,-,-,-,-,-,-,PAP2
SUPERPANG_8_length=195399_38_1,316273.XCV1250,0,1113,"COG2194@1|root,COG2194@2|Bacteria,1MWS7@1224|Proteobacteria,1RMNG@1236|Gammaproteobacteria,1X3D7@135614|Xanthomonadales",135614|Xanthomonadales,S,membrane,yjdB,-,2.7.8.43,ko:K03760,"ko01503,map01503",M00722,"R11555,R11556,R11557",RC00002,"ko00000,ko00001,ko00002,ko01000,ko01005",-,-,-,"DUF1705,Sulfatase"
SUPERPANG_8_length=195399_39_1,316273.XCV1249,0,1365,"COG1164@1|root,COG1164@2|Bacteria,1MWYN@1224|Proteobacteria,1RS2Q@1236|Gammaproteobacteria,1X3UN@135614|Xanthomonadales",135614|Xanthomonadales,E,Angiotensin-converting enzyme,-,-,3.4.15.1,ko:K01283,"ko04614,ko04924,ko05142,ko05410,map04614,map04924,map05142,map05410",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko04090,ko04147",-,-,-,Peptidase_M2
SUPERPANG_8_length=195399_40_1,190486.XAC1216,2.27E-88,259,"29ZKJ@1|root,30MKY@2|Bacteria,1QB3T@1224|Proteobacteria,1T6MM@1236|Gammaproteobacteria,1X7SE@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_8_length=195399_41_1,316273.XCV1247,1.85E-289,791,"COG0477@1|root,COG2814@2|Bacteria,1MW19@1224|Proteobacteria,1RRYY@1236|Gammaproteobacteria,1XC89@135614|Xanthomonadales",135614|Xanthomonadales,EGP,MFS transporter,bcr,-,-,ko:K07552,-,-,-,-,"ko00000,ko02000",2.A.1.2,-,-,"MFS_1,Sugar_tr"
SUPERPANG_8_length=195399_42_1,316273.XCV1246,0,1360,"COG2274@1|root,COG2274@2|Bacteria,1R2T0@1224|Proteobacteria,1SBE1@1236|Gammaproteobacteria,1X4BR@135614|Xanthomonadales",135614|Xanthomonadales,V,"COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",raxB,-,-,ko:K13409,"ko02010,ko04626,map02010,map04626",M00339,-,-,"ko00000,ko00001,ko00002,ko02000,ko02044",3.A.1.110,-,-,"ABC_membrane,ABC_tran,Peptidase_C39"
SUPERPANG_8_length=195399_43_1,316273.XCV1245,4.78E-276,759,"COG0845@1|root,COG0845@2|Bacteria,1R3R4@1224|Proteobacteria,1RNSG@1236|Gammaproteobacteria,1X48M@135614|Xanthomonadales",135614|Xanthomonadales,M,HlyD family secretion protein,raxA,-,-,ko:K13408,"ko04626,map04626",M00339,-,-,"ko00000,ko00001,ko00002,ko02000,ko02044",8.A.1,-,-,"Biotin_lipoyl_2,HlyD_3"
SUPERPANG_8_length=195399_44_1,316273.XCV1244,1.33E-192,535,"2C96H@1|root,2Z7Q6@2|Bacteria,1PQG4@1224|Proteobacteria,1S1DX@1236|Gammaproteobacteria,1X6GK@135614|Xanthomonadales",135614|Xanthomonadales,H,Sulfotransferase domain,raxST,-,-,ko:K13472,"ko04626,map04626",-,-,-,"ko00000,ko00001",-,-,-,Sulfotransfer_3
SUPERPANG_8_length=195399_46_1,316273.XCV1243,0,1880,"COG0403@1|root,COG1003@1|root,COG0403@2|Bacteria,COG1003@2|Bacteria,1MUDP@1224|Proteobacteria,1RND3@1236|Gammaproteobacteria,1X35C@135614|Xanthomonadales",135614|Xanthomonadales,E,The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor,gcvP,-,1.4.4.2,"ko:K00281,ko:K00283","ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,"R01221,R03425","RC00022,RC00929,RC02834,RC02880","ko00000,ko00001,ko00002,ko01000",-,-,-,GDC-P
SUPERPANG_8_length=195399_47_1,316273.XCV1242,0,1095,"COG2272@1|root,COG2272@2|Bacteria,1MVQZ@1224|Proteobacteria,1RPFW@1236|Gammaproteobacteria,1X4ZQ@135614|Xanthomonadales",135614|Xanthomonadales,I,Belongs to the type-B carboxylesterase lipase family,-,-,-,ko:K03929,-,-,-,-,"ko00000,ko01000",-,CE10,-,COesterase
SUPERPANG_8_length=195399_48_1,316273.XCV1241,3.74E-204,565,"COG0656@1|root,COG0656@2|Bacteria,1MUH2@1224|Proteobacteria,1RMK5@1236|Gammaproteobacteria,1X9IX@135614|Xanthomonadales",135614|Xanthomonadales,S,Aldo/keto reductase family,-,-,-,-,-,-,-,-,-,-,-,-,Aldo_ket_red
SUPERPANG_8_length=195399_49_1,316273.XCV1240,0,1387,"COG0753@1|root,COG0753@2|Bacteria,1MUXZ@1224|Proteobacteria,1RNE7@1236|Gammaproteobacteria,1X490@135614|Xanthomonadales",135614|Xanthomonadales,P,Serves to protect cells from the toxic effects of hydrogen peroxide,katE,-,1.11.1.6,ko:K03781,"ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014",M00532,"R00009,R00602,R02670","RC00034,RC00767,RC02141,RC02755","ko00000,ko00001,ko00002,ko01000",-,-,-,"Catalase,Catalase-rel,DJ-1_PfpI"
SUPERPANG_8_length=195399_50_1,383407.XOC_1264,7.04E-279,771,"COG0546@1|root,COG0546@2|Bacteria,1NTGX@1224|Proteobacteria,1STTX@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,phosphoglycolate phosphatase activity,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_8_length=195399_51_1,316273.XCV1236,0,1096,"2EAE1@1|root,334HM@2|Bacteria",2|Bacteria,S,"Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology",xopP,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_8_length=195399_52_1,316273.XCV1235,1.63E-172,481,"COG2207@1|root,COG2207@2|Bacteria,1NB9W@1224|Proteobacteria,1SYVA@1236|Gammaproteobacteria,1XCT0@135614|Xanthomonadales",135614|Xanthomonadales,K,AraC family transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_18,PAS_4"
SUPERPANG_8_length=195399_54_1,316273.XCV1233,1.31E-92,270,"2CPJB@1|root,32SJ9@2|Bacteria,1N2CI@1224|Proteobacteria,1SHDE@1236|Gammaproteobacteria",1236|Gammaproteobacteria,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_8_length=195399_55_1,316273.XCV1232,0,1419,"COG0823@1|root,COG1506@1|root,COG0823@2|Bacteria,COG1506@2|Bacteria,1MWGR@1224|Proteobacteria,1RYFT@1236|Gammaproteobacteria,1X3IT@135614|Xanthomonadales",135614|Xanthomonadales,EU,peptidase,-,-,-,-,-,-,-,-,-,-,-,-,"PD40,Peptidase_S9"
SUPERPANG_8_length=195399_56_1,316273.XCV1231,2.42E-197,547,"2C130@1|root,32R80@2|Bacteria,1RDSY@1224|Proteobacteria,1SRF4@1236|Gammaproteobacteria,1X9SA@135614|Xanthomonadales",135614|Xanthomonadales,S,Putative MetA-pathway of phenol degradation,-,-,-,-,-,-,-,-,-,-,-,-,Phenol_MetA_deg
SUPERPANG_8_length=195399_57_1,316273.XCV1230,0,1218,"COG1297@1|root,COG1297@2|Bacteria,1N7SK@1224|Proteobacteria,1RNC8@1236|Gammaproteobacteria,1X4Q2@135614|Xanthomonadales",135614|Xanthomonadales,S,transporter,oliA,-,-,-,-,-,-,-,-,-,-,-,OPT
SUPERPANG_8_length=195399_58_1,316273.XCV1228,4.96E-193,537,"COG1639@1|root,COG1639@2|Bacteria,1RCW6@1224|Proteobacteria,1S3XV@1236|Gammaproteobacteria,1X7C8@135614|Xanthomonadales",135614|Xanthomonadales,T,HDOD domain,-,-,-,-,-,-,-,-,-,-,-,-,HDOD
SUPERPANG_8_length=195399_59_1,316273.XCV1227,0,1303,"COG1506@1|root,COG1506@2|Bacteria,1MUJ3@1224|Proteobacteria,1RPAW@1236|Gammaproteobacteria,1X45I@135614|Xanthomonadales",135614|Xanthomonadales,E,peptidase,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_S9
SUPERPANG_8_length=195399_60_1,316273.XCV1226,0,2137,"COG0587@1|root,COG0587@2|Bacteria,1MUE4@1224|Proteobacteria,1RQA8@1236|Gammaproteobacteria,1X3V7@135614|Xanthomonadales",135614|Xanthomonadales,L,DNA polymerase involved in damage-induced mutagenesis and translesion synthesis (TLS). It is not the major replicative DNA polymerase,dnaE2,-,2.7.7.7,ko:K14162,-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon"
SUPERPANG_8_length=195399_61_1,316273.XCV1225,0,952,"COG0389@1|root,COG0389@2|Bacteria,1MU5X@1224|Proteobacteria,1S28B@1236|Gammaproteobacteria,1X53G@135614|Xanthomonadales",135614|Xanthomonadales,L,Nucleotidyltransferase DNA polymerase involved in DNA repair,-,-,-,ko:K14161,-,-,-,-,"ko00000,ko03400",-,-,-,IMS
